,img_name,total_objects,total_area
315,ImgROI_1284_Tile_00_Date_20240603.tif,480,502875
316,ImgROI_1285_Tile_00_Date_20240603.tif,30,345088
317,ImgROI_1286_Tile_00_Date_20240603.tif,1,413
318,ImgROI_1287_Tile_00_Date_20240603.tif,0,0
319,ImgROI_1288_Tile_00_Date_20240603.tif,0,0
320,ImgROI_1289_Tile_00_Date_20240603.tif,15,193772
321,ImgROI_128_Tile_00_Date_20240603.tif,27,130155
322,ImgROI_1290_Tile_00_Date_20240603.tif,40,529298
323,ImgROI_1291_Tile_00_Date_20240603.tif,31,124333
324,ImgROI_1292_Tile_00_Date_20240603.tif,31,70469
325,ImgROI_1293_Tile_00_Date_20240603.tif,17,16810
326,ImgROI_1294_Tile_00_Date_20240603.tif,26,345877
327,ImgROI_1295_Tile_00_Date_20240603.tif,28,272778
328,ImgROI_1296_Tile_00_Date_20240603.tif,53,279886
329,ImgROI_1297_Tile_00_Date_20240603.tif,6,3943
330,ImgROI_1298_Tile_00_Date_20240603.tif,3,1853
331,ImgROI_1299_Tile_00_Date_20240603.tif,12,7341
332,ImgROI_129_Tile_00_Date_20240603.tif,0,0
333,ImgROI_12_Tile_00_Date_20240603.tif,37,282180
334,ImgROI_1300_Tile_00_Date_20240603.tif,22,672047
335,ImgROI_1301_Tile_00_Date_20240603.tif,2,1155
336,ImgROI_1302_Tile_00_Date_20240603.tif,26,614159
337,ImgROI_1303_Tile_00_Date_20240603.tif,5,63711
338,ImgROI_1304_Tile_00_Date_20240603.tif,10,124929
339,ImgROI_1305_Tile_00_Date_20240603.tif,76,359843
340,ImgROI_1306_Tile_00_Date_20240603.tif,45,214647
341,ImgROI_1307_Tile_00_Date_20240603.tif,15,44823
342,ImgROI_1308_Tile_00_Date_20240603.tif,53,351278
343,ImgROI_1309_Tile_00_Date_20240603.tif,43,98812
344,ImgROI_130_Tile_00_Date_20240603.tif,119,119125
345,ImgROI_1310_Tile_00_Date_20240603.tif,35,252741
346,ImgROI_1311_Tile_00_Date_20240603.tif,48,208139
347,ImgROI_1312_Tile_00_Date_20240603.tif,17,270604
348,ImgROI_1313_Tile_00_Date_20240603.tif,4,940
349,ImgROI_1314_Tile_00_Date_20240603.tif,8,43262
350,ImgROI_1315_Tile_00_Date_20240603.tif,10,618100
351,ImgROI_1316_Tile_00_Date_20240603.tif,7,690
352,ImgROI_1317_Tile_00_Date_20240603.tif,9,50041
353,ImgROI_1318_Tile_00_Date_20240603.tif,0,0
354,ImgROI_1319_Tile_00_Date_20240603.tif,27,454982
355,ImgROI_131_Tile_00_Date_20240603.tif,110,104089
356,ImgROI_1320_Tile_00_Date_20240603.tif,0,0
357,ImgROI_1321_Tile_00_Date_20240603.tif,92,253852
358,ImgROI_1322_Tile_00_Date_20240603.tif,78,129104
359,ImgROI_1323_Tile_00_Date_20240603.tif,53,137082
360,ImgROI_1324_Tile_00_Date_20240603.tif,26,70304
361,ImgROI_1325_Tile_00_Date_20240603.tif,204,338993
362,ImgROI_1326_Tile_00_Date_20240603.tif,43,44163
363,ImgROI_1327_Tile_00_Date_20240603.tif,0,0
364,ImgROI_1328_Tile_00_Date_20240603.tif,282,516937
365,ImgROI_1329_Tile_00_Date_20240603.tif,142,239674
366,ImgROI_132_Tile_00_Date_20240603.tif,70,128317
367,ImgROI_1330_Tile_00_Date_20240603.tif,10,3847
368,ImgROI_1331_Tile_00_Date_20240603.tif,66,270552
369,ImgROI_1332_Tile_00_Date_20240603.tif,59,307705
370,ImgROI_1333_Tile_00_Date_20240603.tif,8,6954
371,ImgROI_1334_Tile_00_Date_20240603.tif,64,283608
372,ImgROI_1335_Tile_00_Date_20240603.tif,39,84487
373,ImgROI_1336_Tile_00_Date_20240603.tif,8,6907
374,ImgROI_1337_Tile_00_Date_20240603.tif,105,259941
375,ImgROI_1338_Tile_00_Date_20240603.tif,178,341832
376,ImgROI_1339_Tile_00_Date_20240603.tif,200,345595
377,ImgROI_133_Tile_00_Date_20240603.tif,122,70373
378,ImgROI_1340_Tile_00_Date_20240603.tif,1,111
379,ImgROI_1341_Tile_00_Date_20240603.tif,18,175517
380,ImgROI_1342_Tile_00_Date_20240603.tif,104,353008
381,ImgROI_1343_Tile_00_Date_20240603.tif,65,348015
382,ImgROI_1344_Tile_00_Date_20240603.tif,8,4201
383,ImgROI_1345_Tile_00_Date_20240603.tif,53,44806
384,ImgROI_1346_Tile_00_Date_20240603.tif,32,364450
385,ImgROI_1347_Tile_00_Date_20240603.tif,2,2945
386,ImgROI_1348_Tile_00_Date_20240603.tif,0,0
387,ImgROI_1349_Tile_00_Date_20240603.tif,6,353435
388,ImgROI_134_Tile_00_Date_20240603.tif,4,2475
389,ImgROI_1350_Tile_00_Date_20240603.tif,75,321296
390,ImgROI_1351_Tile_00_Date_20240603.tif,6,5307
391,ImgROI_1352_Tile_00_Date_20240603.tif,131,301014
392,ImgROI_1353_Tile_00_Date_20240603.tif,124,337350
393,ImgROI_1354_Tile_00_Date_20240603.tif,52,24185
394,ImgROI_1355_Tile_00_Date_20240603.tif,57,371045
395,ImgROI_1356_Tile_00_Date_20240603.tif,52,279209
396,ImgROI_1357_Tile_00_Date_20240603.tif,26,71594
397,ImgROI_1358_Tile_00_Date_20240603.tif,21,12116
398,ImgROI_1359_Tile_00_Date_20240603.tif,0,0
399,ImgROI_135_Tile_00_Date_20240603.tif,24,310977
400,ImgROI_1360_Tile_00_Date_20240603.tif,6,6983
