name,raw_R_entropy,raw_G_entropy,raw_B_entropy,raw_total_objects,raw_total_area,name,masked_R_entropy,masked_G_entropy,masked_B_entropy,masked_total_objects,masked_total_area,cloud_area,cloud_percentage,R_entropy_diff,G_entropy_diff,B_entropy_diff,total_objects_diff,delta_no
ImgROI_0_Tile_00_Date_20240901.tif,8.900342899072465,8.207515539202177,8.047839564803924,37,107998,ImgROI_0_Tile_00_Date_20240901.tif,8.375156269366038,8.399483151995941,8.408284003057963,37,107998,0,0.0,0.5251866297064272,-0.19196761279376418,-0.3604444382540386,0,0.0
ImgROI_0_Tile_00_Date_20240906.tif,8.73254442365225,8.263162435394435,8.078921746997546,35,112000,ImgROI_0_Tile_00_Date_20240906.tif,8.345162047439402,8.332467616807971,8.40273084213913,34,109822,812,1.24,0.3873823762128481,-0.06930518141353659,-0.3238090951415842,-1,-2.857142857142857
ImgROI_0_Tile_00_Date_20240911.tif,8.74070852443099,8.301835468642775,8.10675467802023,36,108771,ImgROI_0_Tile_00_Date_20240911.tif,8.345354844109055,8.462063910491304,8.36923786123585,36,108771,0,0.0,0.39535368032193574,-0.16022844184852936,-0.26248318321562003,0,0.0
ImgROI_0_Tile_00_Date_20240916.tif,8.601535499116043,8.198899277670249,7.960130194447267,33,112351,ImgROI_0_Tile_00_Date_20240916.tif,8.257087665892668,8.334418044785567,8.297183010455475,33,112351,0,0.0,0.34444783322337535,-0.13551876711531818,-0.33705281600820847,0,0.0
ImgROI_0_Tile_00_Date_20240921.tif,8.195267113441439,7.642488660771454,7.24480877506252,30,115280,ImgROI_0_Tile_00_Date_20240921.tif,8.104122215220633,8.098984061845798,8.039654351414825,30,115280,0,0.0,0.09114489822080607,-0.45649540107434383,-0.794845576352305,0,0.0
ImgROI_0_Tile_00_Date_20240926.tif,8.687721741753684,8.380898858893099,8.176133121139726,34,112888,ImgROI_0_Tile_00_Date_20240926.tif,8.418721519244166,8.398134548455797,8.347745149639692,34,112888,0,0.0,0.2690002225095185,-0.017235689562697942,-0.17161202849996648,0,0.0
ImgROI_0_Tile_01_Date_20240603.tif,9.895919237633274,9.66412783208477,9.159364361813427,58,50017,ImgROI_0_Tile_01_Date_20240603.tif,7.743171042045944,7.7917395700431635,7.8670320732183345,58,102993,7715,11.77,2.15274819558733,1.8723882620416061,1.2923322885950927,0,0.0
ImgROI_0_Tile_01_Date_20240608.tif,10.152104721889692,9.855484770661269,9.704747150178958,37,20210,ImgROI_0_Tile_01_Date_20240608.tif,4.561464237004562,4.414091538346388,4.413368631102303,45,71027,20634,31.48,5.590640484885131,5.441393232314881,5.291378519076655,8,21.62162162162162
ImgROI_0_Tile_01_Date_20240613.tif,9.185846306686969,8.532808278360573,8.396463043801774,37,20768,ImgROI_0_Tile_01_Date_20240613.tif,7.882144527954578,7.91626754654614,7.884086651413782,38,22917,1231,1.88,1.3037017787323908,0.6165407318144327,0.5123763923879912,1,2.7027027027027026
ImgROI_0_Tile_01_Date_20240618.tif,9.780607584438927,9.452848758041206,8.953229815607001,58,59624,ImgROI_0_Tile_01_Date_20240618.tif,6.529743853034633,6.37682423538455,6.3889677530594,67,111383,4551,6.94,3.2508637314042943,3.076024522656656,2.564262062547601,9,15.517241379310345
ImgROI_0_Tile_01_Date_20240623.tif,9.149600498121996,9.182249121574303,9.221758227223718,0,0,ImgROI_0_Tile_01_Date_20240623.tif,0.0,0.0,0.0,7,17425,57550,87.81,9.149600498121996,9.182249121574303,9.221758227223718,7,0.0
ImgROI_0_Tile_01_Date_20240628.tif,9.460983991490249,8.931860316586853,8.395489561089633,73,76017,ImgROI_0_Tile_01_Date_20240628.tif,8.411744635863577,8.40514149379772,8.379928083067535,73,76017,0,0.0,1.0492393556266713,0.5267188227891335,0.015561478022098285,0,0.0
ImgROI_0_Tile_01_Date_20240703.tif,10.058315287547806,9.98860192719575,10.048842032899763,1,85,ImgROI_0_Tile_01_Date_20240703.tif,2.2893040999290397,2.1330990440385658,2.1010664080917807,31,15603,59767,91.2,7.769011187618767,7.855502883157184,7.947775624807983,30,3000.0
ImgROI_0_Tile_01_Date_20240708.tif,9.57926065149333,9.024788933802132,8.502736710250238,76,86421,ImgROI_0_Tile_01_Date_20240708.tif,8.532393687142795,8.496686639065468,8.469746377327098,76,86421,0,0.0,1.046866964350535,0.528102294736664,0.032990332923139576,0,0.0
ImgROI_0_Tile_01_Date_20240713.tif,9.633899787781909,8.991397427485461,8.473413087901768,76,68520,ImgROI_0_Tile_01_Date_20240713.tif,8.398693538707217,8.373837942734067,8.354227596238754,76,68520,0,0.0,1.2352062490746913,0.6175594847513945,0.11918549166301418,0,0.0
ImgROI_0_Tile_01_Date_20240718.tif,10.030146645963065,9.636602896650915,9.26153664768943,40,49495,ImgROI_0_Tile_01_Date_20240718.tif,7.950221538954327,7.852290239438959,7.806725501861237,47,116401,9402,14.35,2.0799251070087372,1.7843126572119559,1.4548111458281934,7,17.5
ImgROI_0_Tile_01_Date_20240723.tif,9.747486905354032,8.978089788485628,8.525042760553006,81,91698,ImgROI_0_Tile_01_Date_20240723.tif,8.39361729215865,8.389768280969598,8.33688318079307,81,91698,0,0.0,1.353869613195382,0.5883215075160297,0.1881595797599367,0,0.0
ImgROI_0_Tile_01_Date_20240728.tif,10.435567658365738,9.975554723208427,9.781337061271635,77,61286,ImgROI_0_Tile_01_Date_20240728.tif,8.032481284532492,7.985681833347784,7.937310919991943,58,92909,8638,13.18,2.4030863738332453,1.989872889860643,1.8440261412796923,-19,-24.675324675324674
ImgROI_0_Tile_01_Date_20240802.tif,9.938813337933762,9.111110149215026,8.865137784071662,78,69769,ImgROI_0_Tile_01_Date_20240802.tif,8.306486792402398,8.359205081610975,8.378226084340612,78,69769,0,0.0,1.632326545531365,0.7519050676040511,0.4869116997310492,0,0.0
ImgROI_0_Tile_01_Date_20240807.tif,10.037165981044271,9.185332087604516,9.043292435350908,82,77197,ImgROI_0_Tile_01_Date_20240807.tif,8.431246857255099,8.45979271938556,8.422144944352356,82,77197,0,0.0,1.6059191237891728,0.725539368218957,0.6211474909985526,0,0.0
ImgROI_0_Tile_01_Date_20240812.tif,10.533457098573768,10.195684541454272,9.952057623896833,41,27632,ImgROI_0_Tile_01_Date_20240812.tif,6.662118429934584,7.189685153444821,7.336527263956402,54,81335,17531,26.75,3.8713386686391837,3.0059993880094504,2.615530359940431,13,31.70731707317073
ImgROI_0_Tile_01_Date_20240817.tif,9.772816736178765,8.941997259985268,8.759233760949847,67,66653,ImgROI_0_Tile_01_Date_20240817.tif,8.324478230694742,8.281180052813847,8.28881367487448,67,66653,0,0.0,1.4483385054840223,0.6608172071714211,0.470420086075368,0,0.0
ImgROI_0_Tile_01_Date_20240822.tif,10.007566899240352,9.300062407040905,9.09208390479867,66,61145,ImgROI_0_Tile_01_Date_20240822.tif,8.513326189394366,8.458276800104215,8.463295051230245,65,60106,2362,3.6,1.494240709845986,0.8417856069366891,0.628788853568425,-1,-1.5151515151515151
ImgROI_0_Tile_01_Date_20240827.tif,9.633588782740368,8.877215395662313,8.670784702552611,65,66545,ImgROI_0_Tile_01_Date_20240827.tif,8.507057818878176,8.466827874929946,8.485695140446222,65,66545,0,0.0,1.1265309638621925,0.4103875207323675,0.1850895621063895,0,0.0
ImgROI_0_Tile_01_Date_20240901.tif,9.829499923991117,9.112246618723178,8.829517340413684,78,64626,ImgROI_0_Tile_01_Date_20240901.tif,8.406826430819988,8.529554091482138,8.57025868123323,78,64626,0,0.0,1.4226734931711285,0.5826925272410399,0.2592586591804533,0,0.0
ImgROI_0_Tile_01_Date_20240906.tif,9.718027187142102,9.034640281531413,8.804928938316566,84,72809,ImgROI_0_Tile_01_Date_20240906.tif,8.647228089309582,8.641995118641828,8.615727020476127,84,72809,0,0.0,1.07079909783252,0.3926451628895844,0.18920191784043894,0,0.0
ImgROI_0_Tile_01_Date_20240911.tif,9.790361954212766,9.167229033001371,8.875744120712568,86,65473,ImgROI_0_Tile_01_Date_20240911.tif,8.60962387988598,8.655154982634324,8.628881459841713,86,65473,0,0.0,1.1807380743267863,0.5120740503670476,0.24686266087085507,0,0.0
ImgROI_0_Tile_01_Date_20240916.tif,9.673322360081542,9.06567765949544,8.851593967782648,82,65447,ImgROI_0_Tile_01_Date_20240916.tif,8.666339996261645,8.705843507235132,8.699126690182954,82,65447,0,0.0,1.0069823638198976,0.35983415226030857,0.15246727759969403,0,0.0
ImgROI_0_Tile_01_Date_20240921.tif,9.283846560258713,8.734481476311913,8.445545601445462,78,71658,ImgROI_0_Tile_01_Date_20240921.tif,8.625399977516562,8.604046511526404,8.589340741170801,78,71658,0,0.0,0.6584465827421511,0.13043496478550942,-0.14379513972533964,0,0.0
ImgROI_0_Tile_01_Date_20240926.tif,9.669864812118744,9.186071569542948,9.048572895531578,81,83486,ImgROI_0_Tile_01_Date_20240926.tif,8.803041569677744,8.82113713031216,8.735363298305742,81,83486,0,0.0,0.8668232424410007,0.3649344392307885,0.3132095972258355,0,0.0
ImgROI_0_Tile_02_Date_20240603.tif,10.110801769584732,9.889597991747912,9.536134574395724,99,96115,ImgROI_0_Tile_02_Date_20240603.tif,8.414470556537916,8.418016869074224,8.512727797757691,101,131510,70,0.11,1.6963312130468164,1.4715811226736886,1.0234067766380335,2,2.0202020202020203
ImgROI_0_Tile_02_Date_20240608.tif,10.597373725732089,10.332661197969731,10.1633526719923,70,34914,ImgROI_0_Tile_02_Date_20240608.tif,7.17826888255375,7.145267609157986,7.164186001101973,66,33194,4254,6.49,3.4191048431783386,3.1873935888117453,2.999166670890327,-4,-5.714285714285714
ImgROI_0_Tile_02_Date_20240613.tif,9.942432682094877,9.507289688404173,9.31854996698972,115,111944,ImgROI_0_Tile_02_Date_20240613.tif,8.569402215094284,8.608733778917653,8.550575515196638,115,111944,0,0.0,1.3730304670005928,0.8985559094865199,0.7679744517930818,0,0.0
ImgROI_0_Tile_02_Date_20240618.tif,10.2300368835839,9.959110497458967,9.698674531094898,103,98219,ImgROI_0_Tile_02_Date_20240618.tif,8.382699705542672,8.354268881577472,8.366171115737739,109,100155,741,1.13,1.8473371780412275,1.6048416158814955,1.3325034153571593,6,5.825242718446602
ImgROI_0_Tile_02_Date_20240623.tif,9.305791677187148,9.26997863507196,9.285977424634844,0,0,ImgROI_0_Tile_02_Date_20240623.tif,0.0,0.0,0.0,3,3547,62538,95.43,9.305791677187148,9.26997863507196,9.285977424634844,3,0.0
ImgROI_0_Tile_02_Date_20240628.tif,9.966467984238,9.642712864373804,9.370938713681944,106,100245,ImgROI_0_Tile_02_Date_20240628.tif,8.416369354696217,8.339296542616221,8.431536985544843,106,100245,0,0.0,1.5500986295417825,1.3034163217575827,0.939401728137101,0,0.0
ImgROI_0_Tile_02_Date_20240703.tif,9.655829502779298,9.538714651943184,9.436481786445274,1,539,ImgROI_0_Tile_02_Date_20240703.tif,3.928591079110596,4.065075190119629,4.184501911923987,11,15057,58835,89.78,5.727238423668702,5.473639461823556,5.251979874521287,10,1000.0
ImgROI_0_Tile_02_Date_20240708.tif,10.148481494206148,9.834750756272133,9.59916129932177,106,125139,ImgROI_0_Tile_02_Date_20240708.tif,8.486036180216837,8.523371829208655,8.502369403254823,104,122987,831,1.27,1.662445313989311,1.311378927063478,1.0967918960669465,-2,-1.8867924528301887
ImgROI_0_Tile_02_Date_20240713.tif,10.094486441620194,9.76494689364882,9.564592223458185,103,125407,ImgROI_0_Tile_02_Date_20240713.tif,8.384644708893353,8.340070099256948,8.40512985671998,103,125407,0,0.0,1.7098417327268418,1.4248767943918725,1.1594623667382038,0,0.0
ImgROI_0_Tile_02_Date_20240718.tif,10.135402158020044,9.74744132878254,9.556339518431464,101,130506,ImgROI_0_Tile_02_Date_20240718.tif,8.531288088226411,8.548089529669598,8.633574366806712,101,130506,0,0.0,1.6041140697936331,1.1993517991129412,0.9227651516247519,0,0.0
ImgROI_0_Tile_02_Date_20240723.tif,10.062419735785534,9.630406996861856,9.44579960169184,109,127646,ImgROI_0_Tile_02_Date_20240723.tif,8.465769184732709,8.541403907999198,8.522835478441214,109,127646,0,0.0,1.596650551052825,1.0890030888626576,0.922964123250626,0,0.0
ImgROI_0_Tile_02_Date_20240728.tif,10.626202253817638,10.409213970268691,10.28598206942762,63,53681,ImgROI_0_Tile_02_Date_20240728.tif,8.58920171051164,8.633329725370926,8.673858795103854,63,58938,15399,23.5,2.0370005433059983,1.7758842448977656,1.612123274323766,0,0.0
ImgROI_0_Tile_02_Date_20240802.tif,10.10604207720016,9.690971652087972,9.549552674619704,110,121592,ImgROI_0_Tile_02_Date_20240802.tif,8.564155540643084,8.508167205609446,8.48992412021249,110,121592,0,0.0,1.541886536557076,1.1828044464785261,1.0596285544072135,0,0.0
ImgROI_0_Tile_02_Date_20240807.tif,10.248361458425496,9.827652574580808,9.726256740306896,113,128933,ImgROI_0_Tile_02_Date_20240807.tif,8.608864027028698,8.527479988252516,8.70392050163609,113,128933,0,0.0,1.6394974313967978,1.3001725863282925,1.0223362386708068,0,0.0
ImgROI_0_Tile_02_Date_20240812.tif,10.89044546079892,10.664996249770482,10.514440251576398,66,57507,ImgROI_0_Tile_02_Date_20240812.tif,5.378954027719494,5.3343385817475,5.377006211353831,74,85419,15618,23.83,5.511491433079427,5.330657668022982,5.1374340402225664,8,12.121212121212121
ImgROI_0_Tile_02_Date_20240817.tif,10.105229877891372,9.55024295179037,9.497564259940455,108,124338,ImgROI_0_Tile_02_Date_20240817.tif,8.468104287576006,8.419048855231335,8.558381802745812,108,124338,0,0.0,1.6371255903153656,1.1311940965590352,0.9391824571946437,0,0.0
ImgROI_0_Tile_02_Date_20240822.tif,11.053695995078929,10.870617047119122,10.797777748386268,37,39172,ImgROI_0_Tile_02_Date_20240822.tif,5.837543821933112,5.754690347418829,5.660110589359582,54,115824,21892,33.4,5.216152173145817,5.115926699700293,5.1376671590266865,17,45.94594594594595
ImgROI_0_Tile_02_Date_20240827.tif,10.027539339371913,9.467072968571312,9.413663993661316,105,129406,ImgROI_0_Tile_02_Date_20240827.tif,8.600241266082133,8.610856079165796,8.675434763428296,105,129406,0,0.0,1.42729807328978,0.8562168894055162,0.7382292302330207,0,0.0
ImgROI_0_Tile_02_Date_20240901.tif,10.111516548770602,9.642671678837829,9.579233653940571,107,121613,ImgROI_0_Tile_02_Date_20240901.tif,8.704957912420113,8.64367105816914,8.727037811385012,107,121613,0,0.0,1.4065586363504892,0.9990006206686886,0.8521958425555596,0,0.0
ImgROI_0_Tile_02_Date_20240906.tif,9.975919928861757,9.562238410838884,9.522867916271668,110,133428,ImgROI_0_Tile_02_Date_20240906.tif,8.60338734821042,8.642469764444693,8.749206962948646,110,133428,0,0.0,1.3725325806513364,0.919768646394191,0.7736609533230219,0,0.0
ImgROI_0_Tile_02_Date_20240911.tif,10.038417688422705,9.69352686071837,9.593658601842789,104,119026,ImgROI_0_Tile_02_Date_20240911.tif,8.754369809428022,8.78235647944537,8.773376320550302,104,119026,0,0.0,1.2840478789946825,0.9111703812729992,0.8202822812924868,0,0.0
ImgROI_0_Tile_02_Date_20240916.tif,9.891632706784211,9.592415277288636,9.463174106890923,99,119043,ImgROI_0_Tile_02_Date_20240916.tif,8.622901206679678,8.672410435307679,8.746188059454942,99,119043,0,0.0,1.2687315001045327,0.9200048419809566,0.7169860474359808,0,0.0
ImgROI_0_Tile_02_Date_20240921.tif,9.712390070399556,9.577532311062049,9.380378004753624,97,111376,ImgROI_0_Tile_02_Date_20240921.tif,8.585085272311243,8.538047537602923,8.6112024877932,97,111376,0,0.0,1.1273047980883124,1.039484773459126,0.7691755169604235,0,0.0
ImgROI_0_Tile_02_Date_20240926.tif,9.856053004635262,9.791322552466232,9.697517586772893,96,130209,ImgROI_0_Tile_02_Date_20240926.tif,8.721901453998923,8.685283025540052,8.736005184970239,96,130209,0,0.0,1.1341515506363393,1.10603952692618,0.9615124018026542,0,0.0
ImgROI_0_Tile_03_Date_20240603.tif,9.74594035803427,9.457025184042973,8.910844962986578,124,92391,ImgROI_0_Tile_03_Date_20240603.tif,8.652609088131458,8.715932837914629,8.674067949951395,122,89170,275,0.42,1.0933312699028122,0.7410923461283438,0.23677701303518361,-2,-1.6129032258064515
ImgROI_0_Tile_03_Date_20240608.tif,10.341866323109532,10.048656184837862,9.9692748949587,75,43892,ImgROI_0_Tile_03_Date_20240608.tif,8.84119290424304,8.830646204412167,8.80267231970466,79,44363,12767,19.48,1.5006734188664907,1.2180099804256947,1.1666025752540392,4,5.333333333333334
ImgROI_0_Tile_03_Date_20240613.tif,9.695177408817,9.238048792246444,8.92367053701919,108,88542,ImgROI_0_Tile_03_Date_20240613.tif,8.550513885111632,8.54878703410345,8.571098789194293,108,88542,0,0.0,1.1446635237053684,0.6892617581429938,0.3525717478248964,0,0.0
ImgROI_0_Tile_03_Date_20240618.tif,9.887736582188246,9.583083406161904,9.121961771767293,99,79036,ImgROI_0_Tile_03_Date_20240618.tif,7.534619775879233,7.583441415098434,7.47961361214902,103,78460,2337,3.57,2.3531168063090133,1.99964199106347,1.6423481596182725,4,4.040404040404041
ImgROI_0_Tile_03_Date_20240623.tif,8.682380702429606,8.610337245619961,8.743034921203025,0,0,ImgROI_0_Tile_03_Date_20240623.tif,4.8483322385974255,4.9379466977413,4.921383184807612,2,3549,62125,94.8,3.834048463832181,3.6723905478786616,3.8216517363954123,2,0.0
ImgROI_0_Tile_03_Date_20240628.tif,9.626500004192554,9.22966808980492,8.70772656820669,103,80022,ImgROI_0_Tile_03_Date_20240628.tif,8.502840476189643,8.53616529775769,8.57074875192872,103,80022,0,0.0,1.1236595280029107,0.6935027920472301,0.13697781627796957,0,0.0
ImgROI_0_Tile_03_Date_20240703.tif,9.649933445817672,9.56713632986015,9.287557235218443,0,0,ImgROI_0_Tile_03_Date_20240703.tif,0.0,0.0,0.0,7,4928,61333,93.59,9.649933445817672,9.56713632986015,9.287557235218443,7,0.0
ImgROI_0_Tile_03_Date_20240708.tif,9.73850195120608,9.30046983191979,8.841884376266659,103,100181,ImgROI_0_Tile_03_Date_20240708.tif,8.633626999396759,8.616985438132271,8.666289084780775,103,100181,0,0.0,1.1048749518093217,0.6834843937875181,0.17559529148588382,0,0.0
ImgROI_0_Tile_03_Date_20240713.tif,10.048577119217446,9.641357167971409,9.329339506399936,89,48997,ImgROI_0_Tile_03_Date_20240713.tif,8.45538084922633,8.456028375464577,8.43605599961184,96,71457,4355,6.65,1.5931962699911164,1.1853287925068319,0.8932835067880962,7,7.865168539325842
ImgROI_0_Tile_03_Date_20240718.tif,11.018262803404715,10.88480240733132,10.924401015919852,32,26051,ImgROI_0_Tile_03_Date_20240718.tif,8.156201690157296,8.185473266924078,8.063568222624655,45,40040,37420,57.1,2.862061113247419,2.699329140407242,2.860832793295197,13,40.625
ImgROI_0_Tile_03_Date_20240723.tif,9.705533007856012,9.128387392000244,8.760280633598036,106,73785,ImgROI_0_Tile_03_Date_20240723.tif,8.582834930725035,8.556947719610156,8.617075409069432,106,73785,0,0.0,1.122698077130977,0.5714396723900883,0.14320522452860374,0,0.0
ImgROI_0_Tile_03_Date_20240728.tif,10.02981748524388,9.53419733506492,9.3106331181711,95,86587,ImgROI_0_Tile_03_Date_20240728.tif,8.664667844549216,8.657032716326247,8.687467030752767,104,88204,3554,5.42,1.3651496406946642,0.8771646187386732,0.6231660874183333,9,9.473684210526317
ImgROI_0_Tile_03_Date_20240802.tif,9.757642692216184,9.213289160698368,8.859901127021997,105,59498,ImgROI_0_Tile_03_Date_20240802.tif,8.695409563916973,8.677264943560555,8.656238095219145,105,59498,0,0.0,1.0622331282992103,0.5360242171378129,0.2036630318028525,0,0.0
ImgROI_0_Tile_03_Date_20240807.tif,9.844448084922382,9.334425114289802,9.029726670623752,114,99597,ImgROI_0_Tile_03_Date_20240807.tif,8.768688119873792,8.82995697913485,8.850976681740171,114,99597,0,0.0,1.07575996504859,0.5044681351549514,0.17874998888358107,0,0.0
ImgROI_0_Tile_03_Date_20240812.tif,10.553030991685135,10.340259197617511,10.190249184347474,40,32421,ImgROI_0_Tile_03_Date_20240812.tif,7.349953592712379,7.215665691883613,7.193172795464522,63,43355,23837,36.37,3.2030773989727566,3.1245935057338983,2.9970763888829515,23,57.49999999999999
ImgROI_0_Tile_03_Date_20240817.tif,9.70128709485679,9.150528101621392,8.847036145769023,102,84436,ImgROI_0_Tile_03_Date_20240817.tif,8.828974052699742,8.804671807404258,8.767508823900982,102,84436,0,0.0,0.8723130421570477,0.3458562942171337,0.07952732186804035,0,0.0
ImgROI_0_Tile_03_Date_20240822.tif,10.916385076416248,10.954845729897116,11.0324658484631,7,5083,ImgROI_0_Tile_03_Date_20240822.tif,3.434912903682238,3.4646441865113102,3.478009632483304,23,17334,57043,87.04,7.481472172734009,7.490201543385806,7.554456215979797,16,228.57142857142856
ImgROI_0_Tile_03_Date_20240827.tif,9.625995783195288,9.135434171876916,8.862257104118902,109,83527,ImgROI_0_Tile_03_Date_20240827.tif,8.846519418716,8.82930138868691,8.840621860105347,109,83527,0,0.0,0.7794763644792884,0.3061327831900069,0.0216352440135541,0,0.0
ImgROI_0_Tile_03_Date_20240901.tif,9.751135781392184,9.382114130527771,9.08516161066366,117,87554,ImgROI_0_Tile_03_Date_20240901.tif,8.849598231185531,8.894289225972816,8.863601990953974,117,87554,0,0.0,0.9015375502066529,0.4878249045549552,0.2215596197096854,0,0.0
ImgROI_0_Tile_03_Date_20240906.tif,9.621393470678816,9.352247023497428,9.091393229082872,111,84070,ImgROI_0_Tile_03_Date_20240906.tif,8.87935702411818,8.881831157620642,8.89028197141709,111,84070,0,0.0,0.7420364465606362,0.4704158658767863,0.2011112576657812,0,0.0
ImgROI_0_Tile_03_Date_20240911.tif,9.7297039094613,9.49061095608658,9.201356441337769,117,89791,ImgROI_0_Tile_03_Date_20240911.tif,8.925030945340573,8.94262179821079,8.880373585382667,117,89791,0,0.0,0.8046729641207264,0.5479891578757901,0.32098285595510134,0,0.0
ImgROI_0_Tile_03_Date_20240916.tif,9.640200627220764,9.386953690859883,9.089333806699074,110,83122,ImgROI_0_Tile_03_Date_20240916.tif,8.930937501446182,8.89160951049086,8.921368303423506,110,83122,0,0.0,0.7092631257745818,0.49534418036902395,0.16796550327556758,0,0.0
