,img_name,total_objects,total_area
103,ImgROI_0_Tile_04_Date_20240708.tif,240,96621
104,ImgROI_0_Tile_04_Date_20240713.tif,213,87404
105,ImgROI_0_Tile_04_Date_20240718.tif,249,96153
106,ImgROI_0_Tile_04_Date_20240723.tif,249,97422
107,ImgROI_0_Tile_04_Date_20240728.tif,174,72499
108,ImgROI_0_Tile_04_Date_20240802.tif,247,98446
109,ImgROI_0_Tile_04_Date_20240807.tif,250,99107
110,ImgROI_0_Tile_04_Date_20240812.tif,113,43546
111,ImgROI_0_Tile_04_Date_20240817.tif,248,102462
112,ImgROI_0_Tile_04_Date_20240822.tif,63,26103
113,ImgROI_0_Tile_04_Date_20240827.tif,243,100832
114,ImgROI_0_Tile_04_Date_20240901.tif,244,99462
115,ImgROI_0_Tile_04_Date_20240906.tif,239,96138
116,ImgROI_0_Tile_04_Date_20240911.tif,246,105880
117,ImgROI_0_Tile_04_Date_20240916.tif,244,101883
118,ImgROI_0_Tile_04_Date_20240921.tif,238,101147
119,ImgROI_0_Tile_04_Date_20240926.tif,247,109854
120,ImgROI_0_Tile_05_Date_20240603.tif,68,89025
121,ImgROI_0_Tile_05_Date_20240608.tif,24,29316
122,ImgROI_0_Tile_05_Date_20240613.tif,55,76874
123,ImgROI_0_Tile_05_Date_20240618.tif,55,59082
124,ImgROI_0_Tile_05_Date_20240623.tif,0,0
125,ImgROI_0_Tile_05_Date_20240628.tif,60,93822
126,ImgROI_0_Tile_05_Date_20240703.tif,0,0
127,ImgROI_0_Tile_05_Date_20240708.tif,60,106628
128,ImgROI_0_Tile_05_Date_20240713.tif,60,112643
129,ImgROI_0_Tile_05_Date_20240718.tif,59,105495
130,ImgROI_0_Tile_05_Date_20240723.tif,59,123343
131,ImgROI_0_Tile_05_Date_20240728.tif,23,26362
132,ImgROI_0_Tile_05_Date_20240802.tif,56,102740
133,ImgROI_0_Tile_05_Date_20240807.tif,59,89505
134,ImgROI_0_Tile_05_Date_20240812.tif,26,38674
135,ImgROI_0_Tile_05_Date_20240817.tif,63,104050
136,ImgROI_0_Tile_05_Date_20240822.tif,8,2510
137,ImgROI_0_Tile_05_Date_20240827.tif,65,104836
138,ImgROI_0_Tile_05_Date_20240901.tif,66,100907
139,ImgROI_0_Tile_05_Date_20240906.tif,68,107615
140,ImgROI_0_Tile_05_Date_20240911.tif,59,102335
141,ImgROI_0_Tile_05_Date_20240916.tif,64,103756
142,ImgROI_0_Tile_05_Date_20240921.tif,58,101846
143,ImgROI_0_Tile_05_Date_20240926.tif,63,97577
144,ImgROI_0_Tile_06_Date_20240603.tif,72,122312
145,ImgROI_0_Tile_06_Date_20240608.tif,67,46797
146,ImgROI_0_Tile_06_Date_20240613.tif,64,127124
147,ImgROI_0_Tile_06_Date_20240618.tif,42,33992
148,ImgROI_0_Tile_06_Date_20240623.tif,0,0
149,ImgROI_0_Tile_06_Date_20240628.tif,68,127632
150,ImgROI_0_Tile_06_Date_20240703.tif,0,0
151,ImgROI_0_Tile_06_Date_20240708.tif,80,123825
152,ImgROI_0_Tile_06_Date_20240713.tif,76,123483
153,ImgROI_0_Tile_06_Date_20240718.tif,65,106545
154,ImgROI_0_Tile_06_Date_20240723.tif,72,125455
155,ImgROI_0_Tile_06_Date_20240728.tif,50,74387
156,ImgROI_0_Tile_06_Date_20240802.tif,70,133133
157,ImgROI_0_Tile_06_Date_20240807.tif,76,125243
158,ImgROI_0_Tile_06_Date_20240812.tif,31,14425
159,ImgROI_0_Tile_06_Date_20240817.tif,72,57985
160,ImgROI_0_Tile_06_Date_20240822.tif,28,82975
161,ImgROI_0_Tile_06_Date_20240827.tif,79,125284
162,ImgROI_0_Tile_06_Date_20240901.tif,85,129280
163,ImgROI_0_Tile_06_Date_20240906.tif,84,129125
164,ImgROI_0_Tile_06_Date_20240911.tif,95,131660
165,ImgROI_0_Tile_06_Date_20240916.tif,89,129744
166,ImgROI_0_Tile_06_Date_20240921.tif,94,130945
167,ImgROI_0_Tile_06_Date_20240926.tif,97,126769
168,ImgROI_0_Tile_07_Date_20240603.tif,37,42111
