name,masked_R_entropy,masked_G_entropy,masked_B_entropy,masked_total_objects,masked_total_area,cloud_area,cloud_percentage
ImgROI_0_Tile_08_Date_20240817.tif,8.484400302916569,8.47589857763925,8.431035850648689,18,132412,0,0.0
ImgROI_0_Tile_08_Date_20240822.tif,5.762316689757569,5.883917740332674,5.862173954330109,30,43623,39732,60.63
ImgROI_0_Tile_08_Date_20240827.tif,8.576979071153454,8.56678883598582,8.494720571248408,18,141969,0,0.0
ImgROI_0_Tile_08_Date_20240901.tif,8.546733062054939,8.592389491679,8.577986634922985,21,122169,0,0.0
ImgROI_0_Tile_08_Date_20240906.tif,8.596683086709584,8.511252948868226,8.596829478051678,20,141731,0,0.0
ImgROI_0_Tile_08_Date_20240911.tif,8.58423237904034,8.583808644718346,8.594485377713422,21,132596,0,0.0
ImgROI_0_Tile_08_Date_20240916.tif,8.653361076914225,8.637479583453858,8.59156666036943,21,136947,0,0.0
ImgROI_0_Tile_08_Date_20240921.tif,8.507027756916841,8.508388715873147,8.501189173996751,18,136204,0,0.0
ImgROI_0_Tile_08_Date_20240926.tif,8.735472267003573,8.680579399970917,8.715864649782269,20,138003,0,0.0
ImgROI_0_Tile_09_Date_20240603.tif,8.600954913747032,8.555520209333514,8.484035055705213,111,122777,0,0.0
ImgROI_0_Tile_09_Date_20240608.tif,8.562664333575732,8.583439609692105,8.516209495029681,104,108178,2082,3.18
ImgROI_0_Tile_09_Date_20240613.tif,8.54010079131301,8.586933877327098,8.557486277150574,89,151589,6740,10.28
ImgROI_0_Tile_09_Date_20240618.tif,8.604357704282526,8.558090741170803,8.512649105968034,63,90121,9417,14.37
ImgROI_0_Tile_09_Date_20240623.tif,2.0851837183299917,2.1303512167276653,2.133451093663573,4,6255,62697,95.67
ImgROI_0_Tile_09_Date_20240628.tif,8.556561407932422,8.567155231429279,8.495618951373269,100,127506,0,0.0
ImgROI_0_Tile_09_Date_20240703.tif,1.4895426616501073,1.4657605490114483,1.4693476421132237,7,10329,61847,94.37
ImgROI_0_Tile_09_Date_20240708.tif,8.715126364782947,8.687173329594978,8.63649665701875,104,150172,0,0.0
ImgROI_0_Tile_09_Date_20240713.tif,8.55841093142188,8.564584699591991,8.509825438591587,108,153809,0,0.0
ImgROI_0_Tile_09_Date_20240718.tif,8.672425860200304,8.714412502171207,8.626593910558078,115,152882,0,0.0
ImgROI_0_Tile_09_Date_20240723.tif,8.644729318472699,8.687678037359175,8.656767225370924,109,153900,0,0.0
ImgROI_0_Tile_09_Date_20240728.tif,5.1248667117179965,5.094255025514446,5.126487951949555,64,136862,12286,18.75
ImgROI_0_Tile_09_Date_20240802.tif,8.620779046498809,8.64830813241794,8.639721860830376,119,152091,0,0.0
ImgROI_0_Tile_09_Date_20240807.tif,8.789764242884045,8.70221828796233,8.690264927374352,129,160573,0,0.0
ImgROI_0_Tile_09_Date_20240812.tif,6.417445572963968,6.553416870854593,6.604607463430742,43,48914,35056,53.49
ImgROI_0_Tile_09_Date_20240817.tif,8.738878415460274,8.638765423488554,8.721511354506308,132,162516,0,0.0
